
2026-04-03 11:47:13,2,0,None,None,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03 11:47:13,2,1,None,None,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03 11:47:13,2,2,None,None,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03 11:47:13,2,3,None,None,-2.28,0.6666666666666666,0.0,0.0,1.0,0.25,0.5,0.0,0.45
2026-04-03 11:47:13,2,4,None,None,-0.18,0.6666666666666666,0.0,0.0,1.0,0.75,0.75,0.0,0.65
2026-04-03 11:47:13,2,5,None,None,-0.18,0.6666666666666666,0.0,0.0,1.0,0.75,0.75,0.0,0.65
2026-04-03 11:47:13,2,6,None,None,-0.18,0.6666666666666666,0.0,0.0,1.0,0.75,0.5,0.0,0.55
2026-04-03 11:47:13,2,7,None,None,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

2026-04-03 11:47:13,3,0,None,None,-3.74,0.5,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666
2026-04-03 11:47:13,3,1,None,None,-3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03 11:47:13,3,2,None,None,-3.74,0.6666666666666666,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.5666666666666667
2026-04-03 11:47:13,3,3,None,None,-3.74,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.9
2026-04-03 11:47:13,3,4,17.0,17,96.0,1.0,1,1.0,1.0,0.75,1.0,1.0,0.95
2026-04-03 11:47:13,3,5,17.0,17,96.0,1.0,1,1.0,1.0,0.75,1.0,1.0,0.95
2026-04-03 11:47:13,3,6,None,17,96.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,0.95
2026-04-03 11:47:13,3,7,None,17,96.0,0.6666666666666666,0.0,0.0,1.0,0.75,1.0,0.0,0.75

2026-04-03 11:47:14,0,0,None,None,-2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03 11:47:14,0,1,None,None,-2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03 11:47:14,0,2,None,None,-2.04,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,0.0,0.6
2026-04-03 11:47:14,0,3,None,None,-2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03 11:47:14,0,4,24.0,24,45.0,1.0,1,1.0,0.3,0.5,0.0,0.0,0.16
2026-04-03 11:47:14,0,5,24.0,24,45.0,1.0,1,1.0,0.3,0.5,0.0,0.0,0.16
2026-04-03 11:47:14,0,6,24.0,24,45.0,1.0,1,1.0,0.3,0.5,0.0,0.0,0.16
2026-04-03 11:47:14,0,7,24.0,24,45.0,1.0,1,1.0,0.3,0.5,0.0,0.0,0.16

2026-04-03 11:47:14,1,0,12.0,None,60.0,1.0,1,0.0,1.0,0.5,0.5,1.0,0.7
2026-04-03 11:47:14,1,1,None,None,60.0,0.6666666666666666,0.0,0.0,1.0,0.5,0.5,1.0,0.7
2026-04-03 11:47:14,1,2,No Best Solution,None,60.0,1.0,1,0.0,1.0,0.5,0.5,1.0,0.7
2026-04-03 11:47:14,1,3,None,None,60.0,0.6666666666666666,0.0,0.0,1.0,0.5,0.5,1.0,0.7
2026-04-03 11:47:14,1,4,18640.0,7364,7364.0,1.0,1,0.0,1.0,0.5,1.0,0.75,0.85
2026-04-03 11:47:14,1,5,7364.0,7364,7364.0,1.0,1,1.0,1.0,0.75,1.0,0.75,0.9
2026-04-03 11:47:14,1,6,None,7364,7364.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.9
2026-04-03 11:47:14,1,7,7364.0,7364,7364.0,1.0,1,1.0,1.0,0.75,1.0,0.75,0.9
