
2026-04-02 10:34:10,2,0,None,None,-2.28,0.0,0.0,0.0
2026-04-02 10:34:10,2,1,None,None,-2.28,0.0,0.0,0.0
2026-04-02 10:34:10,2,2,None,None,-2.28,0.0,0.0,0.0
2026-04-02 10:34:10,2,3,None,None,-2.28,0.6666666666666666,0.0,0.0
2026-04-02 10:34:10,2,4,None,None,-0.18,0.6666666666666666,0.0,0.0
2026-04-02 10:34:10,2,5,None,None,-0.18,0.6666666666666666,0.0,0.0
2026-04-02 10:34:10,2,6,None,None,-0.18,0.6666666666666666,0.0,0.0
2026-04-02 10:34:10,2,7,None,None,-0.18,0.0,0.0,0.0

2026-04-02 10:34:10,3,0,None,17,-3.74,0.5,0.0,0.0
2026-04-02 10:34:10,3,1,None,17,-3.74,0.0,0.0,0.0
2026-04-02 10:34:10,3,2,None,17,-3.74,0.6666666666666666,0.0,0.0
2026-04-02 10:34:10,3,3,None,17,-3.74,0.0,0.0,0.0
2026-04-02 10:34:10,3,4,17.0,17,96.0,1.0,1,1.0
2026-04-02 10:34:10,3,5,17.0,17,96.0,1.0,1,1.0
2026-04-02 10:34:10,3,6,None,17,96.0,1.0,0.0,0.0
2026-04-02 10:34:10,3,7,None,17,96.0,0.6666666666666666,0.0,0.0

2026-04-02 10:34:11,1,0,12.0,7364,60.0,1.0,1,0.0
2026-04-02 10:34:11,1,1,None,7364,60.0,0.6666666666666666,0.0,0.0
2026-04-02 10:34:11,1,2,No Best Solution,7364,60.0,1.0,1,0.0
2026-04-02 10:34:11,1,3,None,7364,60.0,0.6666666666666666,0.0,0.0
2026-04-02 10:34:11,1,4,18640.0,7364,7364.0,1.0,1,0.0
2026-04-02 10:34:11,1,5,7364.0,7364,7364.0,1.0,1,1.0
2026-04-02 10:34:11,1,6,None,7364,7364.0,1.0,0.0,0.0
2026-04-02 10:34:11,1,7,7364.0,7364,7364.0,1.0,1,1.0

2026-04-02 10:34:11,0,0,None,24,-2.04,0.0,0.0,0.0
2026-04-02 10:34:11,0,1,None,24,-2.04,0.0,0.0,0.0
2026-04-02 10:34:11,0,2,None,24,-2.04,0.6666666666666666,0.0,0.0
2026-04-02 10:34:11,0,3,None,24,-2.04,0.0,0.0,0.0
2026-04-02 10:34:11,0,4,24.0,24,45.0,1.0,1,1.0
2026-04-02 10:34:11,0,5,24.0,24,45.0,1.0,1,1.0
2026-04-02 10:34:11,0,6,24.0,24,45.0,1.0,1,1.0
2026-04-02 10:34:11,0,7,24.0,24,45.0,1.0,1,1.0

2026-04-02 10:40:07,0,0,104245.5,200,104245.5,1.0,1,0.0
2026-04-02 10:40:07,0,1,None,200,104245.5,1.0,0.0,0.0
2026-04-02 10:40:07,0,2,None,200,104245.5,1.0,0.0,0.0
2026-04-02 10:40:07,0,3,None,200,104245.5,1.0,0.0,0.0
2026-04-02 10:40:07,0,4,200.0,200,200.0,1.0,1,1.0
2026-04-02 10:40:07,0,5,200.0,200,200.0,1.0,1,1.0
2026-04-02 10:40:07,0,6,200.0,200,200.0,1.0,1,1.0
2026-04-02 10:40:07,0,7,200.0,200,200.0,1.0,1,1.0

2026-04-02 10:40:07,3,0,24500.0,24500,24500.0,1.0,1,1.0
2026-04-02 10:40:07,3,1,24500.0,24500,24500.0,1.0,1,1.0
2026-04-02 10:40:07,3,2,24500.0,24500,24500.0,1.0,1,1.0
2026-04-02 10:40:07,3,3,24500.0,24500,24500.0,1.0,1,1.0
2026-04-02 10:40:07,3,4,-200.0,24500,75.0,1.0,1,0.0
2026-04-02 10:40:07,3,5,-200.0,24500,75.0,1.0,1,0.0
2026-04-02 10:40:07,3,6,-200.0,24500,75.0,1.0,1,0.0
2026-04-02 10:40:07,3,7,-200.0,24500,75.0,1.0,1,0.0

2026-04-02 10:40:07,2,0,52.0,52,52.0,1.0,1,1.0
2026-04-02 10:40:07,2,1,52.0,52,52.0,1.0,1,1.0
2026-04-02 10:40:07,2,2,52.0,52,52.0,1.0,1,1.0
2026-04-02 10:40:07,2,3,52.0,52,52.0,1.0,1,1.0
2026-04-02 10:40:07,2,4,4400.0,52,4400.0,1.0,1,0.0
2026-04-02 10:40:07,2,5,4400.0,52,4400.0,1.0,1,0.0
2026-04-02 10:40:07,2,6,No Best Solution,52,4400.0,1.0,1,0.0
2026-04-02 10:40:07,2,7,4400.0,52,4400.0,1.0,1,0.0

2026-04-02 10:40:07,1,0,No Best Solution,18,4014.0,1.0,1,0.0
2026-04-02 10:40:07,1,1,4606.0,18,4014.0,1.0,1,0.0
2026-04-02 10:40:07,1,2,4593.6,18,4014.0,1.0,1,0.0
2026-04-02 10:40:07,1,3,4593.6,18,4014.0,1.0,1,0.0
2026-04-02 10:40:07,1,4,18.0,18,18.0,1.0,1,1.0
2026-04-02 10:40:07,1,5,18.0,18,18.0,1.0,1,1.0
2026-04-02 10:40:07,1,6,18.0,18,18.0,1.0,1,1.0
2026-04-02 10:40:07,1,7,18.0,18,18.0,1.0,1,1.0

2026-04-02 10:43:03,1,0,800.0,800,800.0,1.0,1,1.0
2026-04-02 10:43:03,1,1,800.0,800,800.0,1.0,1,1.0
2026-04-02 10:43:03,1,2,800.0,800,800.0,1.0,1,1.0
2026-04-02 10:43:03,1,3,800.0,800,800.0,1.0,1,1.0
2026-04-02 10:43:03,1,4,32500.0,800,32500.0,1.0,1,0.0
2026-04-02 10:43:03,1,5,32500.0,800,32500.0,1.0,1,0.0
2026-04-02 10:43:03,1,6,32500.0,800,32500.0,1.0,1,0.0
2026-04-02 10:43:03,1,7,32500.0,800,32500.0,1.0,1,0.0

2026-04-02 10:43:04,2,0,86710.0,86710,86710.0,1.0,1,1.0
2026-04-02 10:43:04,2,1,86680.0,86710,86710.0,1.0,1,0.0
2026-04-02 10:43:04,2,2,86710.0,86710,86710.0,1.0,1,1.0
2026-04-02 10:43:04,2,3,86710.0,86710,86710.0,1.0,1,1.0
2026-04-02 10:43:04,2,4,No Best Solution,86710,246.0,0.8333333333333334,1,0.0
2026-04-02 10:43:04,2,5,No Best Solution,86710,246.0,1.0,1,0.0
2026-04-02 10:43:04,2,6,No Best Solution,86710,246.0,1.0,1,0.0
2026-04-02 10:43:04,2,7,No Best Solution,86710,246.0,1.0,1,0.0

2026-04-02 10:43:04,0,0,0.0,750,20.0,1.0,1,0.0
2026-04-02 10:43:04,0,1,None,750,20.0,1.0,0.0,0.0
2026-04-02 10:43:04,0,2,None,750,20.0,1.0,0.0,0.0
2026-04-02 10:43:04,0,3,0.0,750,20.0,1.0,1,0.0
2026-04-02 10:43:04,0,4,750.0,750,750.0,1.0,1,1.0
2026-04-02 10:43:04,0,5,750.0,750,750.0,1.0,1,1.0
2026-04-02 10:43:04,0,6,750.0,750,750.0,1.0,1,1.0
2026-04-02 10:43:04,0,7,750.0,750,750.0,1.0,1,1.0

2026-04-02 10:43:04,3,0,None,78,14.0,1.0,0.0,0.0
2026-04-02 10:43:04,3,1,14.0,78,14.0,1.0,1,0.0
2026-04-02 10:43:04,3,2,None,78,14.0,1.0,0.0,0.0
2026-04-02 10:43:04,3,3,None,78,14.0,1.0,0.0,0.0
2026-04-02 10:43:04,3,4,78.0,78,78.0,1.0,1,1.0
2026-04-02 10:43:04,3,5,78.0,78,78.0,1.0,1,1.0
2026-04-02 10:43:04,3,6,68.0625,78,78.0,1.0,1,0.0
