
2026-04-07 10:56:27,2,0,None,None,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-07 10:56:27,2,1,None,None,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-07 10:56:27,2,2,None,None,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-07 10:56:27,2,3,None,None,-2.28,0.6666666666666666,0.0,0.0,1.0,0.25,0.5,0.0,0.5833333333333334
2026-04-07 10:56:27,2,4,None,None,-0.18,0.6666666666666666,0.0,0.0,1.0,0.75,0.75,0.0,0.8333333333333334
2026-04-07 10:56:27,2,5,None,None,-0.18,0.6666666666666666,0.0,0.0,1.0,0.75,0.75,0.0,0.8333333333333334
2026-04-07 10:56:27,2,6,None,None,-0.18,0.6666666666666666,0.0,0.0,1.0,0.75,0.5,0.0,0.75
2026-04-07 10:56:27,2,7,None,None,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

2026-04-07 10:56:28,3,0,None,None,-3.74,0.5,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.8888888888888888
2026-04-07 10:56:28,3,1,None,None,-3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-07 10:56:28,3,2,None,None,-3.74,0.6666666666666666,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.7222222222222222
2026-04-07 10:56:28,3,3,None,None,-3.74,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.8333333333333334
2026-04-07 10:56:28,3,4,17.0,17,96.0,1.0,1,1.0,1.0,0.75,1.0,1.0,0.9166666666666666
2026-04-07 10:56:28,3,5,17.0,17,96.0,1.0,1,1.0,1.0,0.75,1.0,1.0,0.9166666666666666
2026-04-07 10:56:28,3,6,None,17,96.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,0.9166666666666666
2026-04-07 10:56:28,3,7,None,17,96.0,0.6666666666666666,0.0,0.0,1.0,0.75,1.0,0.0,0.9166666666666666

